Length of Username,Country Block_1,Country Block_2,Number of Followers,Number of Posts,Number of Mutual Followers,Percentage of Following,Is Business Account,Sex,Is Joined Recently,Is Verified,Is Private,Is Professional Account,Length of Biography,Number of Video Posts,Mean Post Likes
0.534765741,0,0,0.5015968,0.282056942,0.535023132,0.516265675,1,1,1,0,0,1,-99.22788992,6.887909188,135.949305
0.51410405,1,0,0.667861804,0.415627734,0.705837835,0.615379202,0,1,1,0,0,1,70.10479539,-11.47342233,-26.1794722
0.478669407,0,0,0.567926415,0.455755403,0.684736649,0.740739784,0,1,1,1,0,1,33.74980228,74.60694694,68.53901623
0.282287321,0,0,0.545220385,0.516357665,0.5805393,0.409521999,1,1,0,1,0,0,78.69134646,101.3399774,102.1417359
0.42876887,1,0,0.481948576,0.495993368,0.659360688,0.6622227,1,0,1,1,0,0,-65.2067319,76.17590123,68.05660357
0.302822163,0,0,0.476441991,0.513213864,0.604647009,0.551517503,0,0,0,1,0,0,15.77960593,48.76028682,91.02209048
0.785872721,0,0,0.474493313,0.396838061,0.552641989,0.659347757,1,1,0,0,0,1,83.98964125,122.7178698,79.68250697
0.538345956,0,0,0.514284148,0.465520414,0.868918632,0.283398535,0,1,1,1,0,1,28.30520759,78.55511227,65.14669869
0.453107106,0,0,0.60747794,0.392481116,0.651106908,0.364299444,0,1,1,1,0,1,45.13424359,104.5772102,45.31743397
0.561944717,0,0,0.467812404,0.512658557,0.664207009,0.705346093,0,0,0,0,0,0,-20.9218876,79.68389373,39.307277
0.496479929,0,0,0.668352284,0.246381616,0.724046897,0.570237113,1,1,1,1,0,1,76.03381943,58.92764144,-68.01494204
0.475679672,0,0,0.473295061,0.310281767,0.668972679,0.46715937,0,1,1,0,0,1,160.93616,93.20706782,113.6360209
0.605193145,0,0,0.452046882,0.453447055,0.557277997,0.709001036,1,1,1,0,0,1,12.64231188,44.17240939,163.9150843
0.310714179,0,0,0.487734652,0.453881924,0.671229543,0.459664557,0,1,1,0,0,1,73.23485448,7.002635236,22.00652139
0.510788585,0,0,0.549672727,0.505801577,0.616464628,0.470472738,1,1,1,0,0,1,-136.7893856,45.9448468,14.16396272
0.118122545,0,0,0.607382864,0.404315765,0.767983629,0.276645173,1,1,1,0,0,1,13.34409095,17.41958439,148.7963214
0.827898563,1,0,0.553460625,0.351066416,0.612992918,0.429843992,0,1,1,0,0,1,67.41298904,72.65490954,11.75296365
0.380426318,0,0,0.612534545,0.487596277,0.662045041,0.610262639,0,1,0,0,0,1,93.96264897,161.1243923,60.56357756
0.730534833,0,0,0.518603492,0.340520042,0.693030036,0.655124009,1,1,1,1,0,0,115.6876048,96.31409863,42.79904238
0.486019338,0,0,0.56658646,0.489867608,0.902449101,0.505446246,1,0,0,1,0,0,147.4725959,104.5404827,98.55336988
0.661003351,0,0,0.68636924,0.499181103,0.747748714,0.771511294,1,0,0,1,0,1,-55.80823234,79.92404181,63.44512108
0.550725346,1,0,0.446639896,0.427571037,0.548022518,0.626201813,0,0,1,1,0,1,-0.044221986,-50.54650697,56.10747539
0.334454412,0,0,0.596014953,0.487492449,0.552988236,0.453256815,0,0,0,0,0,1,303.5841567,67.31284548,-80.50567579
0.661668532,0,0,0.597545824,0.485065227,0.541584356,0.420388597,0,1,0,1,0,0,93.30115903,63.70165746,71.51372377
0.344466468,0,0,0.517065058,0.280067198,0.590261047,0.427965354,1,1,1,0,0,1,45.39718853,127.1750734,106.1094514
0.611154642,0,0,0.495164923,0.520692119,0.534723291,0.409913674,1,0,1,1,0,1,-93.404652,127.1086094,6.864121264
0.536502318,0,0,0.454600312,0.406136009,0.565957023,0.519840982,1,1,1,0,0,1,110.638811,116.755355,53.86526094
0.45489036,0,0,0.455029819,0.460528428,0.572029302,0.450620441,1,0,0,1,1,1,1.949940888,62.76780971,-63.53716185
0.38591832,0,0,0.457922048,0.491330998,0.667212369,0.468691201,1,1,1,1,0,1,92.1348406,-63.09869148,33.61032193
0.2475808,0,0,0.604726108,0.484364822,0.587487282,0.482421504,1,0,0,1,0,1,17.69625254,74.4078737,44.43508319
0.488976966,0,0,0.510142635,0.367811185,0.651309738,0.71463748,1,0,0,1,0,0,99.52446577,99.79841372,-2.242452562
0.321885339,0,0,0.798186889,0.471533075,0.726777315,0.754931358,1,1,0,1,0,1,43.84039864,89.14193214,-4.240283896
0.429029152,0,0,0.551343161,0.464856987,0.707580233,0.223664808,0,1,1,0,0,0,55.3238947,181.300404,85.18815946
0.23585133,0,0,0.60915631,0.405742477,0.57909923,0.602910603,1,1,1,1,0,0,10.18544053,96.16335868,82.94052281
0.522936667,0,0,0.732082949,0.49172728,0.606832896,0.687203877,0,1,1,1,0,1,99.06079612,57.80879149,5.301434293
0.4342154,0,1,0.586007191,0.440830626,0.634434682,0.424358776,1,1,0,0,0,1,36.89785887,94.00787458,73.8059842
0.399045115,0,0,0.501659564,0.424929017,0.741535742,0.65951099,1,0,0,1,0,0,56.31500129,95.94857842,265.1406362
0.515357312,0,1,0.494768051,0.302185854,0.68709052,0.639600072,1,1,1,1,0,1,-44.13785596,135.1633967,-3.938980826
0.700644336,0,0,0.597474412,0.50575415,0.597069482,0.526774645,1,0,1,1,0,1,-146.0853222,96.55932865,-65.76281405
0.6070408,0,0,0.603616636,0.499060202,0.681577011,0.553370642,0,1,1,0,0,1,-109.1549193,177.6065741,115.749958
0.242298618,0,0,0.601815312,0.474622773,0.558600644,0.46096176,1,1,1,0,0,1,98.71763314,-25.36326763,100.2407139
0.472246036,0,0,0.484561267,0.440762342,0.768907547,0.347070966,1,1,1,1,0,1,49.22636982,42.93273087,-40.60499931
0.609048227,0,0,0.508135455,0.492230143,0.599269933,0.684617273,1,0,1,1,0,1,46.02841934,110.0892009,58.57687902
0.473720709,0,0,0.539565533,0.48166956,0.676942196,0.536251046,0,0,1,0,0,0,6.179915957,72.71386315,108.8695892
0.647308221,0,0,0.48150746,0.456798355,0.534725599,0.582625082,0,1,1,0,0,1,42.22923993,20.96750099,216.5287929
0.321555001,0,0,0.640696118,0.4747692,0.682307912,0.479412473,0,1,1,1,0,1,-173.9008231,40.44303069,145.881838
0.581077045,0,0,0.586126761,0.499076531,0.600887673,0.547372762,1,0,1,1,0,0,-91.04941303,88.40522655,-38.58861653
0.548581843,0,0,0.451634623,0.480189497,0.695546341,0.46000345,0,1,0,1,0,1,47.38568591,59.7964988,65.93888937
0.56575638,0,0,0.448237143,0.468233658,0.564374863,0.576198839,1,0,1,1,0,1,105.9909344,21.45486122,72.12132684
0.537755546,0,0,0.492828312,0.509779594,0.633089099,0.492354055,1,1,1,0,0,1,-25.97877967,45.90704647,85.38013395
0.447699151,0,0,0.627474114,0.486884752,0.564127279,0.701419783,0,0,0,1,0,1,-62.47916849,108.704994,-0.357775564
0.630106029,0,0,0.456696194,0.483259919,0.665359753,0.744444517,1,1,1,0,0,1,-58.29421713,116.1424186,37.48444753
0.46958517,0,1,0.601916907,0.293213867,0.612654944,0.431536734,1,0,1,1,0,1,78.1282057,45.99281687,94.09304252
0.418356781,0,0,0.484346344,0.268942961,0.726060126,0.541092871,1,1,0,0,1,1,-58.31803397,104.5290748,-48.55646343
0.368790196,0,0,0.52267864,0.292626791,0.615402009,0.112710294,1,1,0,1,1,0,37.66151883,44.33972808,-49.84058963
0.629241077,0,0,0.630098315,0.367915025,0.548112941,0.485505358,1,0,0,1,0,0,20.07801755,78.98445424,104.3067919
0.561432283,1,0,0.610025866,0.482382021,0.625054174,0.684263188,1,1,1,0,0,1,-6.541869604,-2.861664481,119.3528821
0.604932436,0,0,0.533017593,0.486737084,0.547816936,0.413309404,1,0,0,1,0,0,84.31035163,62.93255215,60.67712386
0.423981537,0,0,0.492181991,0.437845923,0.580560704,0.606015417,1,1,1,1,0,0,17.32684154,101.3048641,26.38908265
0.616977029,0,0,0.573875733,0.396121101,0.52922736,0.442110141,0,0,0,0,0,1,59.93342936,77.18907699,107.0356911
0.516168307,0,0,0.590312066,0.336788197,0.612519468,0.467878928,1,0,0,1,0,1,-18.49749881,48.13534071,74.13266059
0.433885864,0,0,0.590843161,0.297037363,0.58307025,0.680520007,1,1,0,1,0,1,103.9561959,88.93982873,-50.69527561
0.572488313,0,0,0.64357688,0.431049883,0.568190945,0.371750856,1,1,1,0,0,1,-51.33861252,32.26593938,128.4127101
0.696743888,1,0,0.644799636,0.456675557,0.673377038,0.542659578,1,1,1,0,0,1,-51.72275954,10.29560726,35.62908602
0.622716956,0,0,0.587845798,0.42356188,0.794475451,0.404142544,0,1,1,0,0,1,-102.2285455,23.85196968,103.0264406
0.477624644,0,0,0.561054229,0.505012719,0.646656722,0.65229473,0,0,1,1,0,1,-20.15374083,93.62076415,3.137630224
0.475778295,0,0,0.597144996,0.384712145,0.646667316,0.267238476,1,1,1,1,0,1,113.2661383,114.9901306,151.0803581
0.516885793,0,0,0.493544502,0.31016984,0.632029904,0.473136224,1,1,1,0,0,1,-35.34274869,98.8916272,71.37755463
0.549939118,0,0,0.594011006,0.408266139,0.624757158,0.46066733,0,1,0,0,0,1,136.7381618,-17.10060301,116.5961266
0.364443823,0,0,0.651652773,0.442021332,0.622667216,0.404611837,1,0,1,1,0,1,-146.5405399,78.47490873,120.9995903
0.360369509,0,0,0.592216729,0.443356951,0.526745724,0.651868409,0,1,1,1,0,0,58.52728014,49.1515258,83.10418449
0.504202933,0,0,0.507329901,0.456082856,0.631526009,0.446125841,1,1,1,0,0,1,98.75692168,17.41163414,106.6155033
0.243786646,0,0,0.484716399,0.41827709,0.677480699,0.686070955,1,1,1,1,0,1,97.32170071,90.96776214,62.06555406
0.553898219,0,0,0.566667004,0.49326352,0.803644347,0.547114483,0,1,1,1,0,1,57.39001416,13.26443983,69.60298918
0.553031097,0,0,0.496070319,0.463463974,0.589503759,0.645337666,0,1,1,1,0,1,7.41024119,-53.1414752,94.49804736
0.469502774,0,0,0.780519985,0.447509169,0.613294783,0.599934845,0,1,1,1,0,1,-51.68411288,-46.76394381,-27.37175017
0.288027908,0,0,0.477665735,0.49875606,0.713069802,0.232951877,0,1,0,0,0,1,-58.11645966,63.22959501,137.5295484
0.618964165,0,0,0.470291472,0.329240861,0.61203683,0.401853963,1,1,1,1,0,0,-99.65994526,129.7086346,83.74106046
0.236373313,0,0,0.504952768,0.430625716,0.622177582,0.297627362,0,1,1,0,0,1,-9.887332335,-86.33273296,54.12724166
0.565513975,0,0,0.510783036,0.49504818,0.609891514,0.484465683,0,0,0,1,1,1,87.28143558,116.5038907,14.7504144
0.358738484,0,0,0.520677546,0.342983479,0.842050871,0.671301256,1,1,0,1,0,1,95.76526478,61.29787425,148.8856706
0.43553588,0,0,0.484860419,0.397432447,0.714334306,0.357800336,0,0,1,1,0,0,-77.41166914,32.52374249,-1.960828314
0.672059466,0,0,0.635734432,0.402385893,0.595999502,0.604044843,1,1,1,0,0,0,44.77887837,63.43487982,143.6439632
0.291392343,0,0,0.465450266,0.478679242,0.708468781,0.450353272,1,1,1,1,0,0,63.83416058,64.17719183,86.61395904
0.706699691,0,0,0.473853684,0.363034763,0.62500413,0.766342011,1,0,1,0,0,1,30.73837411,191.1240999,80.89588223
0.184899896,0,0,0.528820752,0.284748787,0.638826349,0.414421609,0,1,1,0,0,1,6.991352459,-33.11492516,81.71671282
0.42823546,0,0,0.550238941,0.484112354,0.605570379,0.549467315,1,1,1,1,0,0,40.44559573,111.2527403,-31.90171269
0.688943087,0,0,0.697523345,0.478626049,0.599439611,0.669705092,0,1,1,1,0,1,31.53356081,20.54427443,102.1668988
0.631603313,0,0,0.685978588,0.300909971,0.704019392,0.39032267,0,1,1,1,0,1,-117.0602073,81.35471978,91.07655248
0.37196841,0,0,0.523150787,0.475762931,0.724037536,0.645748029,0,0,0,1,1,1,-55.80507735,88.21461548,-167.5859773
0.443852625,0,0,0.551340035,0.376934546,0.649943222,0.457427595,1,0,1,0,0,1,-73.75092675,61.98539402,15.77988191
0.53894851,0,0,0.493158237,0.266909713,0.568785293,0.817440101,0,0,1,1,1,1,-56.28147268,70.08268736,-83.17798496
0.498194884,0,0,0.48653883,0.409339126,0.73120901,0.622907152,1,1,1,1,0,1,-152.7002052,72.91561493,68.02715154
0.568793694,0,0,0.522115094,0.248150989,0.657694845,0.464392679,0,1,0,1,0,1,-13.32906189,65.4236819,-31.42942579
0.535808528,0,0,0.741426451,0.383268952,0.547741849,0.58409707,1,1,1,0,1,1,17.04727505,26.78655822,40.47461413
0.59402503,0,0,0.536984068,0.438394044,0.670130033,0.768678467,1,1,0,1,0,0,56.92493839,79.609498,66.46189285
0.379906274,0,0,0.572606199,0.351096547,0.606555546,0.54433575,0,1,1,1,0,1,29.09205022,89.2087048,3.765867511
0.382377338,0,0,0.588103077,0.432401782,0.601856489,0.41538713,1,1,0,1,0,1,81.77146053,119.8864543,98.36035044
0.391832731,0,0,0.525203758,0.507229374,0.590824323,0.708307693,1,0,0,1,1,1,23.18305409,74.46665093,-120.9280289
0.366082991,0,0,0.468922069,0.50853638,0.66855746,0.476815167,0,0,1,1,0,1,-114.1017483,18.75026259,131.3003191
0.295264725,0,0,0.676976765,0.346857062,0.65122401,0.570929661,1,1,1,1,0,0,-63.78409673,79.46754337,-32.01347505
0.476068426,0,0,0.49960999,0.476668075,0.562059573,0.582901999,1,1,1,1,0,1,57.57470834,73.00942255,-120.8395236
0.689487822,0,1,0.556689178,0.419208094,0.656084471,0.468663848,0,1,1,1,0,1,-18.28551739,30.44942155,106.0516715
0.414390736,0,1,0.522827498,0.391503173,0.557650205,0.55352026,0,0,1,1,0,1,126.7047408,95.76975597,49.91492251
0.476934771,0,0,0.499164513,0.397150581,0.603574232,0.322381166,0,1,1,0,0,1,55.9339523,-24.46965457,34.77443892
0.477532798,0,0,0.498230085,0.411259792,0.654521278,0.584401479,1,1,1,0,0,1,63.82468749,-0.477469752,57.33337048
0.621969552,0,0,0.527918655,0.44021193,0.623717345,0.42987535,1,0,1,1,0,1,128.3211775,74.34489794,81.15853377
0.468466534,0,0,0.558597402,0.302023956,0.596656154,0.592623895,1,0,1,1,0,1,154.5861497,86.25768188,160.4661648
0.901781082,0,0,0.561024204,0.356055826,0.605674829,0.276311427,1,1,1,1,0,0,-45.88687222,45.19432688,58.27511882
0.412942034,0,0,0.538443486,0.371874573,0.59734752,0.569015408,0,1,0,1,1,0,111.871017,73.19332346,11.66371145
0.437032763,0,0,0.531672746,0.482994637,0.616466295,0.671661756,0,1,0,1,0,1,97.36869644,99.79464485,-2.715257358
0.439683044,0,0,0.541155863,0.442461918,0.594671028,0.584453051,1,1,1,0,0,1,-149.5362966,49.56304085,44.76151233
0.474873237,0,0,0.540302934,0.436279628,0.674192279,0.472624477,0,0,1,1,0,0,109.148923,103.1850004,164.9764611
0.581048124,0,0,0.75650547,0.456439566,0.648883386,0.535240241,1,0,0,1,1,0,-26.00152922,51.18884813,-45.55788311
0.913375789,0,0,0.592980319,0.474939317,0.660094615,0.494172958,1,1,1,0,0,1,-85.09385679,63.93924924,27.38883691
0.430800379,0,0,0.469057022,0.518455183,0.728932378,0.571964676,1,1,0,1,0,1,-62.55362816,63.425654,40.70781205
0.644640776,0,0,0.628382167,0.429158464,0.608555332,0.647480892,1,1,1,0,0,1,-26.45223975,107.9122889,105.8504258
0.327191936,0,0,0.523032328,0.427436015,0.890556418,0.513439755,0,1,1,1,0,0,105.6700134,72.02229938,82.04685098
0.658290637,0,0,0.638363677,0.364088722,0.686780893,0.440752529,0,0,1,1,0,1,56.87991247,-101.0680326,50.46948597
0.488523792,0,0,0.501353469,0.289623569,0.668535022,0.606093726,0,0,1,1,0,1,49.12251446,-19.05118132,111.7078901
0.423817146,0,0,0.474855227,0.48476672,0.724489059,0.534918638,1,1,0,1,0,1,-91.91284175,88.76830848,52.04781996
0.36977045,0,0,0.506334237,0.395171787,0.575178335,0.577596342,1,1,1,0,0,1,57.1209895,32.53675656,130.9312458
0.714572979,0,0,0.582881157,0.396137946,0.687344336,0.478026605,0,0,1,0,0,1,-58.3541536,100.7081542,-86.03597812
0.365937607,0,0,0.473886618,0.475829118,0.556799438,0.696804456,1,1,1,1,0,1,-19.73108598,97.09261812,66.12256646
0.346529922,0,0,0.54674476,0.308807496,0.606297393,0.418607506,1,0,1,1,0,1,19.12744046,78.94242173,58.60708199
0.399815462,0,0,0.532304476,0.432744163,0.746419809,0.385206157,1,1,0,0,0,1,-155.9548501,4.021162314,116.2768485
0.268035727,0,0,0.556268023,0.431138154,0.60332123,0.426040042,1,1,1,0,0,1,95.63331111,152.0900779,52.56083958
0.428211959,0,0,0.458754612,0.269615129,0.575997534,0.377416065,1,1,1,1,0,1,-15.98418053,109.4786872,73.01196621
0.694350234,0,0,0.795484552,0.41031449,0.63941365,0.543259271,0,1,1,1,0,1,3.204220043,53.23572666,61.03287668
0.563095926,0,0,0.672659443,0.508980392,0.751545802,0.615197522,1,1,1,0,0,0,-90.0120106,37.46961117,97.04937592
0.113996369,0,0,0.584454281,0.476868529,0.668903094,0.455715095,1,1,1,1,1,1,16.63762806,117.3477041,178.7533801
0.341135719,0,0,0.589779998,0.416931906,0.536292489,0.51398478,0,1,1,1,0,0,50.20226308,112.692054,-89.24423384
0.533727857,0,0,0.487602624,0.509448262,0.605524256,0.655057496,1,0,1,0,0,0,95.64018308,24.73185849,74.37913725
0.463323117,0,0,0.665699304,0.507803354,0.591186929,0.206905426,0,1,1,0,0,1,32.4998832,-13.01087796,5.754462441
0.495765258,0,0,0.468145178,0.395615354,0.630562936,0.154913627,0,1,1,1,0,1,68.69351212,69.59772855,-61.02081487
0.550616346,0,1,0.467394078,0.266135548,0.633759961,0.375068257,1,0,1,1,0,1,-4.315995857,22.91683324,58.73220788
0.426750541,0,0,0.476973139,0.236167738,0.774658773,0.362185253,1,1,1,0,0,1,-3.511730772,-35.84128592,138.1906379
0.648079019,0,0,0.485210697,0.425333566,0.602168158,0.541772855,0,0,0,1,0,1,160.2052969,103.5345742,260.7908571
0.60768381,0,0,0.481893667,0.392529614,0.573805079,0.553485581,0,1,1,0,0,1,-21.89141202,152.0632064,123.421929
0.511290209,0,0,0.525975241,0.321021723,0.70385128,0.688658975,1,1,0,1,1,0,-59.52802829,85.31249141,-102.5503822
0.578168605,1,0,0.490126608,0.36350673,0.702387375,0.572755548,0,1,1,1,0,0,29.80555379,81.14874954,107.446011
0.459950202,0,0,0.492956506,0.488697028,0.563395381,0.409805807,0,1,1,1,0,1,-74.88649649,63.13508465,169.2751876
0.313217005,0,0,0.483518274,0.436030554,0.661544509,0.661783249,0,1,1,0,1,1,58.01430591,-58.02760186,106.9923363
0.699988046,0,0,0.499257069,0.365852882,0.611371625,0.531150081,1,1,0,1,0,1,38.72496747,99.6599309,-100.9902826
0.434813276,0,0,0.521716004,0.482994396,0.746370177,0.447523261,0,1,1,0,0,1,59.3139735,-27.73023634,96.22570188
0.397998675,0,0,0.635838487,0.498802281,0.589235661,0.488156964,1,1,1,0,0,1,-52.01295036,98.56208035,16.36853673
0.704889753,0,0,0.531041381,0.415601013,0.761009679,0.464436623,0,0,0,1,0,0,-96.52095344,58.66782646,68.34081635
0.475271081,0,0,0.465018058,0.517551264,0.539139574,0.569926748,0,0,1,1,0,1,100.472663,81.8521474,112.9032078
0.313080032,0,0,0.56561122,0.472553848,0.602777705,0.293406764,1,1,1,0,0,1,132.0052748,11.8890701,35.88874713
0.473419972,0,0,0.470530193,0.342436288,0.595443004,0.598101368,1,1,1,1,0,1,-95.47239373,103.0919787,126.1636402
0.369566973,0,0,0.62419049,0.382150982,0.597674064,0.603802617,1,1,1,1,0,1,49.35892002,60.72573689,87.6816524
0.603137956,0,0,0.456598687,0.487455627,0.613859441,0.538221025,0,1,1,1,0,1,-22.2889442,37.10283749,84.63194935
0.480905326,0,0,0.53985644,0.495754878,0.73852576,0.316157287,0,0,1,1,0,0,-165.5517179,101.2415114,5.007482557
0.473392176,0,0,0.475981781,0.361400476,0.885310171,0.532597685,1,1,1,0,0,0,62.46357483,-96.19131,99.29588596
0.497640144,0,0,0.48555564,0.489286339,0.591629108,0.349664969,1,0,0,1,0,1,156.9498307,100.9707829,38.36488777
0.35889528,0,0,0.542830459,0.467456242,0.630707854,0.727025804,1,1,0,1,0,1,-18.10733044,72.14451683,43.84540819
0.7638598,0,0,0.48393604,0.253734091,0.589356132,0.242617126,0,1,0,0,0,1,17.22842985,43.12307041,120.1324185
0.569362102,0,0,0.468153501,0.418665536,0.512190363,0.225496651,0,1,1,1,0,1,-160.5729292,53.47728885,-12.74597659
0.558106212,0,0,0.470123862,0.316546562,0.538165307,0.692814612,1,1,1,0,1,1,65.48055724,110.7710015,109.4000794
0.227186396,0,1,0.570883822,0.465888282,0.516922672,0.423978122,1,1,1,1,0,1,123.3046552,93.55153287,-170.0630175
0.353319116,0,0,0.51127428,0.36315249,0.614187464,0.491908537,1,0,1,1,0,0,116.1109683,88.34576039,-16.89006147
0.547925926,0,0,0.613965015,0.466331253,0.669568365,0.519771071,0,1,1,1,0,1,-89.81234686,5.903151279,67.25189931
0.378609749,1,0,0.596072949,0.428417275,0.576542043,0.599098749,1,0,1,0,0,1,89.14354338,106.0134393,12.8115337
0.496730064,0,0,0.578151148,0.480061816,0.691285388,0.683430718,1,0,1,1,0,1,70.63553713,27.66820439,-46.87820003
0.393776065,1,0,0.692186619,0.415032923,0.622710125,0.432504411,0,1,1,1,0,1,-33.05609339,25.50303838,89.00007243
0.39600345,0,0,0.678877139,0.497541907,0.540155865,0.412644075,1,1,1,0,0,1,-65.99032388,-63.10218856,86.22649236
0.487475287,0,0,0.606784571,0.515490236,0.520108398,0.58010639,1,1,1,1,0,0,-70.1071127,83.64978968,44.71639672
0.389942147,0,0,0.476053125,0.508937902,0.550514447,0.80141996,1,0,1,1,1,1,17.78604024,74.97313096,106.1152039
0.553874244,0,0,0.534451318,0.360445861,0.637546831,0.638011656,0,1,1,1,0,1,-53.07929681,1.222351803,147.0789701
0.440341927,0,0,0.740683716,0.47492326,0.549327297,0.615051319,0,0,1,1,0,0,40.16891475,87.28244248,-31.97474331
0.411601014,0,0,0.458348511,0.475018975,0.61577083,0.464559684,1,1,0,0,0,1,52.2627925,51.34896808,18.39675338
0.373679052,0,0,0.537574396,0.308359939,0.58110362,0.754103313,0,0,1,1,0,0,113.6300356,59.02098458,82.55585558
0.413281511,0,0,0.480483952,0.397223667,0.554628897,0.562207058,1,0,0,1,1,0,103.9418579,86.00995369,21.50465671
0.473057971,1,0,0.563831397,0.502347701,0.645759738,0.589604791,0,1,0,0,0,1,-48.41127934,74.10808428,130.3940042
0.554709146,0,0,0.585673642,0.403928579,0.625134846,0.551551069,1,1,1,1,0,1,156.2619325,118.3295446,148.4576519
0.448478598,0,0,0.500563103,0.451493406,0.752320915,0.798185467,1,1,1,0,0,1,-74.48804305,-21.82518735,98.42804397
0.334636266,0,0,0.580490467,0.412674491,0.702068928,0.603746754,1,1,1,0,0,1,18.20614079,86.46007997,80.70416921
0.824679177,0,0,0.541974893,0.453352995,0.588980033,0.657583628,0,1,1,1,0,0,18.56590573,106.0661235,-12.76273421
0.702489381,0,0,0.501966286,0.359612044,0.587629339,0.343128817,0,1,1,0,0,1,56.36298172,27.52998396,182.8975898
0.332616619,0,1,0.567088932,0.269596974,0.597197884,0.428397554,0,0,1,1,0,1,-50.17683004,63.45937518,171.7333871
0.179539141,0,0,0.510331197,0.455997393,0.728639011,0.320812136,1,1,1,1,1,0,117.1252154,43.99594261,27.23548016
0.29460343,0,0,0.544462398,0.483234567,0.509216071,0.372997018,0,1,0,1,0,1,-13.59810217,-50.69401666,78.00325982
0.460110982,1,0,0.674224051,0.517486457,0.557837098,0.686000565,0,0,1,1,0,1,-138.4388966,114.5691536,126.040067
0.439752194,0,0,0.553754905,0.208409473,0.697448781,0.204005772,0,1,1,1,0,1,148.9168723,93.18729264,-22.64506054
0.538855661,0,0,0.703579654,0.333712262,0.622323763,0.420199772,0,0,1,1,0,1,139.9667301,109.7547375,-55.99430209
0.236483958,0,0,0.537035092,0.375376785,0.606214947,0.783395147,0,0,1,1,1,1,-27.33661232,62.43851988,40.86594503
0.653716231,0,0,0.586141974,0.325357111,0.720579027,0.412447894,1,1,1,0,0,1,-8.643874456,-19.98367578,44.45394859
0.325668956,1,0,0.487924319,0.474998945,0.740321748,0.234688806,1,0,0,1,1,1,-141.2647814,56.12574898,-33.6763471
0.408410839,0,0,0.624747005,0.48102985,0.592675859,0.323889734,0,1,1,1,0,1,50.03485319,42.70431895,48.86655588
0.594508263,0,0,0.63367243,0.453339827,0.658830674,0.316381435,1,1,1,1,0,1,-21.13778557,93.11940883,117.4094523
0.514655588,0,0,0.490066908,0.27993763,0.60414631,0.346534748,1,1,0,1,0,1,-22.83688071,105.5467787,74.97431699
0.552348537,0,0,0.63085766,0.212307252,0.591404342,0.415457835,1,0,1,0,0,1,94.32622688,-39.06509238,140.0759451
0.695270595,0,0,0.49113139,0.367927869,0.548384357,0.707921222,0,1,1,0,0,1,-42.20845431,39.07442703,114.4899572
0.328799738,0,0,0.529632987,0.427750634,0.603983472,0.510743056,1,0,1,0,0,1,60.14253172,46.75552505,44.90192105
0.361891858,0,0,0.46082629,0.481926728,0.566254504,0.583304591,0,1,1,0,0,1,63.07973301,63.04058671,10.29653973
0.613374232,0,0,0.573218074,0.472328919,0.543215537,0.617145194,0,1,0,1,0,0,-41.08202316,100.2885816,43.96319348
0.380190648,0,0,0.509026223,0.438271765,0.732623189,0.40545592,1,1,1,1,0,1,47.50617104,22.55819925,214.3090492
0.501152597,0,0,0.556483426,0.203891859,0.606922432,0.730953177,0,0,0,1,1,0,-45.60087964,80.10408368,-17.8617418
0.49612947,0,0,0.615225039,0.472253581,0.56763456,0.474977353,1,1,0,0,0,1,-172.7847962,17.44775182,82.46985877
0.489042623,1,0,0.617560982,0.258758515,0.588426298,0.409674954,1,1,1,1,0,1,94.61666436,71.81966999,151.8351855
0.349231012,0,0,0.541038541,0.481263754,0.774802408,0.799804836,0,0,1,1,1,0,86.708878,48.46768954,96.71287874
0.347516936,1,0,0.524218773,0.509525162,0.58784697,0.599922131,0,1,1,0,0,1,-154.4209142,68.27951751,121.3879817
0.609164637,0,0,0.49387651,0.46056272,0.717259418,0.615623968,1,1,1,1,0,1,177.6386546,121.1333938,53.01497531
0.51794308,0,0,0.542110607,0.38697585,0.563106923,0.406014945,0,1,1,1,0,0,207.9802187,84.44002465,-0.065988909
0.581390945,0,0,0.550442695,0.432475112,0.628214946,0.490756435,1,0,0,1,0,1,28.60493358,67.04694236,107.1194
0.793088026,0,0,0.488569509,0.448564379,0.72376615,0.443835714,1,1,1,0,0,1,125.3740829,45.43087359,58.72572166
0.336904185,0,0,0.488747107,0.512949749,0.602817485,0.451485429,0,1,1,1,0,1,-104.1156911,27.04854617,66.72677127
0.209539284,0,0,0.550920216,0.366837719,0.612668844,0.555094328,0,0,1,1,0,1,174.7759669,70.19223981,279.7319365
0.699223467,0,0,0.520137682,0.372804351,0.563111284,0.493963503,1,1,0,0,0,1,-18.02046638,20.12564131,84.74407812
0.606474091,0,0,0.589837334,0.459574571,0.554567138,0.491142472,0,1,1,1,0,1,5.619520207,62.01749946,5.454673957
0.61605645,0,0,0.545745421,0.411559291,0.633583883,0.613716579,0,1,0,0,0,1,-83.74420837,92.92463026,58.84089142
0.513431728,0,0,0.558227086,0.501777829,0.608318749,0.567824892,0,1,1,1,0,1,-108.694334,35.07793079,7.825656477
0.438641029,0,0,0.477380203,0.434839472,0.629980002,0.281913676,0,1,1,0,0,1,190.3883495,126.8717834,49.42297322
0.327385668,0,0,0.506407483,0.409493666,0.580332478,0.675982225,1,1,0,1,0,1,168.0166068,40.33837541,110.7866183
