Length of Username,Country Block_1,Country Block_2,Number of Followers,Number of Posts,Number of Mutual Followers,Percentage of Following,Is Business Account,Class,Sex,Is Joined Recently,Is Verified,Is Private,Is Professional Account,Length of Biography,Number of Video Posts,Mean Post Likes
0.508334625,0,0,0.41016646,0.74239167,0.408835823,0.779384505,1,0,0,1,0,0,0,88.95594424,-46.71735392,11.20542427
0.520149233,0,0,0.304956805,0.777161244,0.491021078,0.73626907,1,1,1,1,0,0,0,126.0914409,-8.429638072,97.67272479
0.423428433,0,0,0.414433572,0.636830601,0.433951019,0.792236442,0,1,1,0,0,1,1,-7.193890267,14.65848888,-31.12663157
0.550174323,0,0,0.251857508,0.559042957,0.436149195,0.820160898,0,1,1,0,0,0,0,-12.46880985,28.51852891,-9.858966618
0.415165308,0,0,0.423402462,0.653058291,0.277518351,0.795120684,0,0,0,1,0,1,1,-66.09355497,-7.971869493,-12.8850374
0.723020769,0,0,0.436717355,0.5326479,0.346884315,0.822781047,0,0,1,1,1,0,1,150.899966,-25.74172651,-10.22920185
0.387979521,0,0,0.40723687,0.599074419,0.480131389,0.835974368,1,1,1,1,0,0,0,59.97859209,17.90118717,-94.03593541
0.451035925,0,0,0.31420917,0.568565639,0.379839449,0.779170641,0,0,0,0,1,0,0,49.64389723,-8.271682532,-54.99936388
0.479878896,0,0,0.315426719,0.675496927,0.483182471,0.835293076,0,0,0,1,1,0,0,-43.08323127,5.823838425,1.781833136
0.498899841,0,0,0.402071724,0.6325111,0.475995742,0.772768948,1,1,1,0,0,0,1,24.81440942,32.65328432,66.13995852
0.488916278,0,0,0.338119128,0.604151942,0.528905939,0.77181363,0,1,1,0,0,0,0,35.11697054,-1.5153811,-21.9049844
0.403705632,0,0,0.430327438,0.564027343,0.447758315,0.822078627,0,1,1,1,0,0,1,-1.278221886,-10.05577376,-0.535230584
0.521903574,0,0,0.237035356,0.523539381,0.509369872,0.828022443,0,1,1,0,0,1,0,82.31446286,-7.946794535,73.56608595
0.42077934,0,0,0.266739971,0.628976435,0.484833638,0.816987539,0,0,0,1,1,0,0,112.4722345,8.329051286,37.69419003
0.420407912,0,0,0.399714283,0.607280036,0.385288485,0.775142145,1,1,1,0,0,1,1,-93.04182249,-27.00800142,0.806841621
0.426617234,0,0,0.403185128,0.663577557,0.514770322,0.8220282,1,1,1,1,0,1,1,-15.91522778,-18.15525998,-45.91967269
0.512615424,0,0,0.40770239,0.540043617,0.492459871,0.794280498,1,1,1,1,0,0,1,59.28177875,-14.53381131,-77.78730562
0.523479561,0,0,0.259036948,0.679574184,0.500839133,0.741848442,1,0,0,1,1,1,0,-24.30234244,21.77537639,0.277362896
0.473843897,0,0,0.314624873,0.526426267,0.508690663,0.785284702,0,1,1,0,0,1,1,64.07367991,3.617420824,-147.2863935
0.416930758,0,0,0.450189832,0.520796569,0.399254038,0.704639026,1,0,0,1,0,0,1,132.8950611,-10.9057355,39.25580957
0.62237368,0,0,0.253578236,0.613443841,0.490608619,0.78426783,0,1,1,1,0,1,1,-53.15625912,26.20835083,-137.1508772
0.41022159,0,0,0.447228306,0.735748649,0.446414206,0.740406193,0,1,1,1,0,1,0,57.63540874,36.46941712,143.3945677
0.45010562,0,0,0.375969942,0.65079141,0.471956198,0.821686544,0,0,0,0,1,0,0,-70.70784375,21.44623709,34.64678697
0.637529574,0,0,0.445491607,0.52154572,0.51177767,0.781760921,0,1,1,0,0,0,0,72.18341005,-22.78189189,51.70992269
0.796075995,0,0,0.417367687,0.649904022,0.41843594,0.813263299,0,1,1,1,0,1,1,16.94587773,-1.138486788,118.7951994
0.569258733,0,0,0.371319749,0.638881023,0.444881777,0.823032437,0,0,0,1,0,0,0,-46.72590455,13.68710497,56.72915345
0.562407221,0,0,0.407589798,0.656438046,0.330677839,0.791518741,0,0,0,1,0,0,0,-79.63522417,5.473716254,-3.662220079
0.625923988,0,0,0.302150769,0.525636328,0.505194734,0.801994143,0,0,0,1,0,1,0,-11.5500867,12.48431738,66.18174262
0.462259112,0,0,0.430931289,0.753590913,0.530369801,0.74148122,0,0,0,1,0,0,0,49.28343488,22.05789638,46.91261006
0.457590198,0,0,0.373834069,0.590640305,0.264982749,0.795957326,0,0,0,1,1,0,0,186.5126769,-19.8975688,104.0019189
0.560235124,0,0,0.286666974,0.585655874,0.452719313,0.849113989,0,1,1,1,0,0,0,-88.0221441,-1.632030667,60.64271208
0.385368911,0,0,0.326952579,0.597095278,0.464459516,0.820166346,0,0,0,1,1,0,0,11.45834017,28.05969161,16.74863283
0.663514702,0,0,0.368980055,0.751742272,0.542796711,0.785405485,0,1,1,1,0,0,1,-12.15929064,31.63379594,104.3617612
0.453209255,0,0,0.425246686,0.739129914,0.447458746,0.805152612,1,0,0,1,1,1,0,80.57438681,3.645963941,-15.54411838
0.457470275,0,0,0.369263436,0.718416845,0.466879879,0.795466281,0,0,0,1,0,1,0,70.32636687,1.182268905,-5.494255284
0.397815282,0,0,0.343450111,0.565594388,0.410471002,0.809961245,0,1,1,1,0,1,0,11.4151794,16.68443889,-84.97489036
0.371586577,0,0,0.348579891,0.743915902,0.481732956,0.826221458,0,0,0,1,0,0,0,162.4076951,-16.73408301,0.050544082
0.613984012,0,0,0.440761983,0.676944798,0.384147998,0.765706694,0,0,0,1,1,0,0,-64.75956873,39.56379131,58.11869959
0.677772683,0,0,0.28835817,0.585662551,0.522395137,0.823102293,0,1,1,1,0,0,0,9.988429696,-14.36523687,34.65425189
0.41891887,0,0,0.430653988,0.579131993,0.4234203,0.845641849,1,0,0,1,0,0,0,10.56113816,6.839022783,92.65401587
0.394201983,0,0,0.259855051,0.539888186,0.47692499,0.775147463,0,0,0,1,0,0,0,95.62691099,-7.236216435,145.0402222
0.676591592,0,0,0.352059067,0.62338625,0.334043347,0.815561917,0,0,0,1,1,0,0,17.11095236,33.99574433,23.3721061
0.509720551,0,0,0.440269915,0.741580487,0.405705533,0.811697629,1,1,1,1,0,0,1,12.93619582,-40.51027728,7.458544462
0.553640435,0,0,0.240437441,0.6625629,0.498086306,0.826339246,0,0,0,1,1,1,0,21.26108825,11.63519257,0.262576052
0.525991743,0,0,0.366763994,0.659896324,0.394845817,0.765558625,0,0,0,1,0,0,0,21.74714109,-10.32857318,46.51990819
0.436153099,0,0,0.342840657,0.556443361,0.455656401,0.726522059,0,1,1,0,0,1,1,-17.65421969,26.53190797,314.2175864
0.651806005,0,0,0.402985608,0.633206023,0.528749993,0.80029929,0,1,1,1,0,1,0,87.31073735,39.3785779,95.10823284
0.624155773,0,0,0.37020025,0.586227385,0.43782329,0.819884438,1,0,1,1,1,1,0,81.68624893,6.316406495,23.10589808
0.444466398,0,0,0.33515753,0.589674446,0.538062691,0.873187097,1,1,1,1,0,0,0,73.23266177,24.41866573,-93.2217632
0.575802995,0,0,0.341690588,0.64127484,0.475540498,0.822637566,1,1,1,1,0,1,1,-86.4763821,28.99930651,209.537691
0.441638789,0,0,0.446205263,0.678225953,0.366514223,0.734145833,1,0,0,1,0,0,0,74.71233596,6.028957317,64.79332898
0.447006156,0,0,0.181436215,0.751906878,0.541447736,0.790058876,1,1,1,1,0,1,1,-5.606399638,-26.99521615,23.74259765
0.496718152,0,0,0.339959285,0.55069666,0.395896849,0.782410558,0,1,1,0,0,1,1,83.75711693,12.32446212,-60.01923057
0.533055332,0,0,0.373923752,0.523751643,0.281315404,0.758042412,0,1,1,1,0,0,1,32.44497166,50.29173903,-28.23609219
0.562043904,0,0,0.20911522,0.533235173,0.538508478,0.786064661,1,1,1,0,0,1,1,4.458747316,-20.85708907,2.262341113
0.456774173,0,0,0.399965525,0.543458135,0.485350395,0.805223821,0,1,1,1,0,1,1,-38.06873322,-66.1018586,-38.35626969
0.443211514,0,0,0.211340244,0.531588885,0.542791287,0.7881632,1,1,1,1,0,0,1,31.29072139,-7.06374792,145.1837828
0.48300285,0,0,0.442600027,0.772808785,0.460879109,0.775295993,0,1,1,1,0,0,0,26.17879597,-11.12565935,2.225846214
0.483130225,0,0,0.399848227,0.88390588,0.456403687,0.8144648,1,1,1,1,1,0,1,60.23057242,-24.95689805,-133.2355046
0.621141686,0,0,0.452440847,0.603369641,0.409109397,0.78966769,1,1,1,1,0,1,1,56.40602369,-60.88735328,271.6056641
0.407438407,0,0,0.29032479,0.694609634,0.480853065,0.809175161,0,1,1,1,0,1,0,65.69071868,-2.302267003,120.6173407
0.551032698,0,0,0.273403343,0.524479596,0.473483583,0.785688033,1,1,1,1,0,0,0,46.96427138,46.42532374,126.9166065
0.468282325,0,0,0.322103494,0.524545915,0.48920768,0.775250568,0,0,0,0,1,0,0,38.0611195,45.3575311,78.50133681
0.494481092,0,0,0.414318072,0.563271057,0.297034716,0.769302546,0,0,0,1,1,1,0,40.723332,-30.01420062,43.5020749
0.459507836,0,0,0.436449268,0.599179674,0.536351313,0.840192517,1,0,0,1,0,1,0,121.8409795,15.81058492,11.77036782
0.465889799,0,0,0.380216769,0.656674993,0.493135859,0.843277167,0,1,1,1,0,0,1,-77.42376316,62.83097591,39.68639602
0.892176005,0,0,0.427639219,0.712314862,0.515276172,0.822689541,0,0,0,1,0,1,0,-12.50088274,13.67635576,77.45843897
0.363655081,0,0,0.35298698,0.554140698,0.352819581,0.776340538,1,0,0,1,0,0,0,121.1668485,22.48344925,25.95573139
0.539431817,0,0,0.437050416,0.634296879,0.316303328,0.720110086,0,1,1,0,0,0,1,149.4307705,54.36054104,-18.33464778
0.46056529,0,0,0.442840601,0.723925995,0.505571232,0.761751759,0,0,0,1,0,0,0,103.5693725,29.5998481,30.54423056
0.705443234,0,0,0.354817879,0.62391904,0.371787325,0.770112652,0,0,0,1,0,0,0,-56.55986555,22.57889136,34.17100066
0.510127281,0,0,0.427396824,0.726853741,0.416817031,0.841862869,0,0,0,1,1,0,0,94.91541571,16.7753884,79.34741712
0.478225556,0,0,0.392575101,0.593151729,0.474221712,0.769220223,1,1,1,1,0,1,1,18.85714588,21.79850185,71.88848626
0.468154953,0,0,0.358782136,0.596570954,0.509476841,0.736861817,1,0,0,1,1,1,0,118.0218798,18.25040579,98.90229708
0.483569749,0,0,0.403635659,0.579195817,0.334370694,0.772285726,0,0,0,1,1,1,0,98.8968091,34.07171156,46.79481441
0.412861575,0,0,0.312239607,0.594692327,0.508829949,0.800833915,1,1,1,1,0,1,0,108.2587413,55.32368985,-14.68289439
0.396762769,0,0,0.323454998,0.524744874,0.530000868,0.784922371,0,1,1,1,0,0,0,47.58203733,51.75346318,140.1406471
0.38093122,0,0,0.332583054,0.79700489,0.224165909,0.860193256,0,0,0,1,0,1,0,118.1737925,2.28116849,56.21530203
0.447048851,0,0,0.380001311,0.63324216,0.481933336,0.823858399,0,0,0,1,1,1,1,-113.9630858,13.61405362,28.71556308
0.487310347,0,0,0.396946486,0.53495165,0.539254137,0.728796683,1,1,1,1,0,0,1,104.3416471,-14.68147018,11.19846705
0.38719869,0,0,0.203611977,0.666039733,0.54273781,0.777049964,0,1,1,1,0,0,1,99.24763923,66.27002294,-24.14834298
0.455924879,0,0,0.428932122,0.523058828,0.545538333,0.768935382,1,0,0,1,0,1,1,-39.78673719,24.16396034,-4.56460869
0.762128211,0,0,0.392260384,0.660322023,0.530364057,0.795080154,0,1,1,0,0,0,1,34.44066913,-22.79644887,-183.6284818
0.434220182,0,0,0.301137162,0.572316812,0.53704775,0.746992722,1,0,0,1,0,1,0,-8.304220148,25.26538957,35.41058372
0.411431307,0,0,0.382393931,0.598606565,0.400473008,0.793075281,1,1,1,1,0,1,1,126.2055052,12.49947286,221.0954806
0.52181345,0,0,0.261780284,0.667111655,0.39661335,0.768912351,0,0,1,1,0,0,0,100.4525555,7.935668921,-19.63839721
0.432245803,0,0,0.30571026,0.620038616,0.50403025,0.800304147,0,0,1,1,1,1,1,47.96410509,12.16967511,16.57291079
0.444000816,0,0,0.415318228,0.587753954,0.429824514,0.770007742,0,0,0,1,1,0,0,104.5026541,-0.534238521,64.72206852
0.618040761,0,0,0.372415747,0.53952775,0.315882713,0.8309407,0,1,1,1,0,0,1,-3.509335445,-20.32946715,-163.9818622
0.498288767,0,0,0.324498081,0.551711473,0.417361935,0.79128772,1,1,1,1,0,1,1,72.24302505,-20.21613345,-62.72268318
0.445153534,0,0,0.320764155,0.615003264,0.443556325,0.820071323,0,0,0,1,0,1,1,77.90418144,20.51479897,-49.00475918
0.554841832,0,0,0.152666088,0.6108795,0.358872098,0.770881752,1,1,1,1,0,0,1,22.98947954,38.0794552,48.86974876
0.382761565,0,0,0.450355273,0.602186967,0.435673372,0.790939411,0,0,0,0,1,1,0,2.523955257,-4.195956128,25.81780197
0.552079638,0,0,0.3900348,0.536834609,0.538085761,0.81825514,0,1,1,1,0,0,0,4.652391939,12.43413574,-47.87248519
0.465783057,0,0,0.350994546,0.76853673,0.504363259,0.752094748,0,0,0,1,0,0,0,-20.17265147,30.75087439,28.29966393
0.403025668,0,0,0.212376775,0.527775924,0.471120537,0.77764808,0,1,1,1,0,1,1,32.64396402,69.75673614,-101.6460506
0.460014605,0,0,0.439811709,0.699624364,0.511686922,0.793670005,0,1,1,0,0,0,0,4.476496938,2.075945301,172.4099496
0.812490099,0,0,0.435400669,0.608564691,0.535047029,0.774621757,0,0,0,1,1,0,0,4.844114285,-0.92382076,81.5993023
0.461015457,0,0,0.10921449,0.706317959,0.537402477,0.76306823,1,1,1,0,0,0,0,98.13843286,9.602764449,107.9493512
0.384857736,0,0,0.300387676,0.650086671,0.388946404,0.809688671,0,0,0,1,0,0,0,93.00588581,-1.496653396,17.43413587
0.499163714,0,0,0.448064699,0.810406034,0.520639288,0.794335152,0,0,0,1,0,0,0,-0.07376725,29.92142891,35.24802116
0.711897257,0,0,0.43906178,0.621632687,0.411911715,0.832209939,0,1,1,0,0,0,0,-30.66383957,29.31502751,52.82588369
0.432959487,0,0,0.428008111,0.628248128,0.545668192,0.815252457,1,1,1,0,0,0,0,16.01050269,32.42804768,141.5570471
0.453439674,0,0,0.405239592,0.569790538,0.494370832,0.764904958,1,0,0,1,0,0,0,106.6286669,39.83032189,104.9385925
0.545255445,0,0,0.389730736,0.609834646,0.478566727,0.744461419,0,1,1,1,0,1,0,63.00354264,35.84221585,250.6034374
0.606977578,0,0,0.3315242,0.604641383,0.494806279,0.763329265,1,1,1,0,0,0,0,-88.00193533,29.34085422,-110.5955324
0.681207622,0,0,0.377405443,0.539628519,0.434108141,0.801281397,0,1,1,0,0,1,1,14.74855045,10.94768203,2.737144861
0.52625639,0,0,0.27130878,0.685354982,0.466883542,0.798153755,0,0,0,1,0,0,0,75.05116104,14.40224295,-6.248989033
0.76291028,0,0,0.37338263,0.788058858,0.357286677,0.741746976,1,1,1,1,0,1,0,98.44116171,89.81439637,86.16908122
0.456879614,0,0,0.421438118,0.652596131,0.543210319,0.794264071,1,1,1,1,0,1,1,11.83146615,8.519253762,-31.11840431
0.528954407,0,0,0.399386694,0.523738118,0.476748043,0.776604795,0,0,0,1,0,0,0,-126.0419894,1.025070129,47.77423133
0.458222623,0,0,0.256020748,0.544079178,0.45407599,0.774916204,0,1,1,1,0,1,0,-59.03777731,25.86377737,-45.30436168
0.596345631,0,0,0.407536053,0.631787133,0.51462119,0.834930355,1,0,0,1,0,1,1,25.47912735,7.543441187,12.16588478
0.437125235,0,0,0.352889383,0.592926441,0.391526179,0.743869313,0,1,1,1,0,0,1,-81.47038527,99.20779926,-168.0207915
0.516471958,0,0,0.432337526,0.579533359,0.468520788,0.864100874,1,1,1,1,0,0,1,16.02006485,45.15681558,19.78297329
0.621864992,0,0,0.288655857,0.614276108,0.397627972,0.729894554,0,0,0,1,0,1,0,41.59312196,-0.184202343,-33.92880364
0.67812026,0,0,0.320558363,0.553673579,0.38886794,0.807842279,0,1,1,1,0,0,1,41.59983842,9.333965157,-88.03597241
0.467285083,0,0,0.314100968,0.615784513,0.365582232,0.865399103,0,0,0,1,1,1,0,128.5898161,29.32246751,-31.7402271
0.494426265,0,0,0.390188482,0.686012558,0.452930334,0.750228379,1,1,1,0,0,1,1,96.25320483,3.29596024,135.7795732
0.582022422,0,0,0.248380833,0.781186929,0.541920056,0.801913068,0,0,0,1,1,1,0,48.19675929,16.09522384,0.021329404
0.464250062,0,0,0.293828981,0.526841503,0.54205718,0.725500393,1,0,0,1,1,0,0,-12.21321905,-28.19344475,-21.22126117
0.540982991,0,0,0.264184792,0.736182939,0.533929076,0.791098494,1,0,0,1,1,1,0,55.34388236,-6.641295432,0.513671234
0.495217905,0,0,0.391437157,0.554329264,0.496069858,0.800851764,1,0,0,1,0,0,0,88.0735574,18.51440225,45.82730129
0.497900371,0,0,0.192577282,0.537961575,0.422426581,0.826797746,1,1,1,1,0,1,0,29.38582934,56.3295218,47.86158139
0.5269776,0,0,0.399117143,0.684834746,0.50431683,0.815026816,0,1,1,1,0,0,1,-62.36974511,16.84688003,88.07071197
0.448470684,0,0,0.455408228,0.604023585,0.458525488,0.789392115,1,0,0,1,1,1,0,121.6515583,10.76577503,16.78977424
0.585913829,0,0,0.31377817,0.608450933,0.526898258,0.729205315,1,1,1,1,0,0,0,-3.383942759,35.15613554,191.5424864
0.579542686,0,0,0.235206502,0.600926987,0.530740933,0.787846351,0,1,1,0,0,1,0,133.7436776,41.51376967,145.1340165
0.526422702,0,0,0.275896471,0.62047415,0.536511998,0.854246017,0,1,1,1,0,1,0,28.05605971,44.09776862,102.7967247
0.421758038,0,0,0.272021977,0.61583205,0.506674259,0.764616764,0,1,1,1,0,0,1,-2.061548619,-62.92338616,-79.63205684
0.484299432,0,0,0.347464858,0.632051829,0,0.795342686,0,0,0,0,0,0,0,-71.93027658,-10.99896019,-4.968990043
0.437940544,0,0,0.40292948,0.797356835,0.429769979,0.731329419,1,0,0,1,1,0,0,85.58647995,21.67489383,72.5738795
0.424409681,0,0,0.205618534,0.672602091,0.524796848,0.800533938,1,0,0,1,1,0,1,90.41077964,-3.415950347,53.53114389
0.47447757,0,0,0.189167091,0.52008784,0.439144923,0.785104605,0,0,0,1,0,1,0,63.30263088,6.241794123,18.23830441
0.404182607,0,0,0.366595491,0.64806432,0.426469121,0.855498916,1,1,1,1,0,1,0,133.2022155,49.42823027,138.5454038
0.423901476,0,0,0.386402834,0.643089882,0.529958183,0.73724008,1,0,0,1,1,1,1,182.4429048,-7.994382319,35.31589729
0.518385662,0,0,0.369110262,0.529465788,0.539377809,0.816793846,0,1,1,1,0,0,1,95.59805727,-43.18807163,-8.103821873
0.494114526,0,0,0.426529441,0.656378486,0.359506728,0.797715675,1,0,0,1,0,1,0,-140.5289268,1.578417844,51.07202397
0.50338903,0,0,0.418649677,0.651167583,0.529629883,0.771435802,1,1,1,1,0,0,1,5.999983224,101.7346018,45.18331114
0.519149838,0,0,0.417025075,0.945479755,0.47579699,0.794785964,0,1,1,1,0,1,1,-31.00632326,45.947412,42.39043622
0.427849099,0,0,0.408802014,0.532622409,0.476004127,0.818109565,0,0,0,1,0,0,0,87.06170379,11.78718743,-45.3769783
0.59469669,0,0,0.297730545,0.697816936,0.347356614,0.783261774,1,1,1,1,0,1,0,30.12771644,-17.02036621,-87.49330641
0.505023437,0,0,0.408552724,0.599874138,0.452571,0.771081047,0,1,1,1,0,0,1,-23.53231644,45.9699111,45.27964121
0.526904798,0,0,0.346805873,0.654405574,0.428547041,0.770854728,0,1,1,1,0,1,1,-30.6027026,-13.70341802,33.09984299
0.416181135,0,0,0.387714338,0.559419589,0.503818967,0.814771861,1,1,1,0,0,1,0,80.85780214,28.14488712,-91.63404801
0.617905174,0,0,0.180133956,0.587307278,0.499924807,0.842911967,0,1,1,0,0,1,0,-93.02539428,65.015065,-10.85190974
0.517630693,0,0,0.429771673,0.568016597,0.501911856,0.792737449,0,1,1,0,0,0,1,126.9047482,1.951162706,59.83874144
0.446051402,0,0,0.439987081,0.638872309,0.449344905,0.762354688,0,1,1,1,0,0,1,20.40327705,5.991479281,-199.5658965
0.482442391,0,0,0.357077801,0.674241407,0.391979021,0.788254329,1,0,0,1,0,1,1,-23.4760018,-0.680660071,-24.30673166
0.474029019,0,1,0.40321607,0.611306745,0.48456275,0.813228076,1,0,0,1,1,1,0,81.02126145,-35.48012191,-28.37321929
0.544691612,0,0,0.282441456,0.668491269,0.433987423,0.75229498,0,1,1,0,0,1,0,74.51450119,11.37684565,82.33887289
0.448882188,0,0,0.358644376,0.707924802,0.409876849,0.749426105,1,0,0,1,1,0,0,-120.9649849,21.6491076,-20.59805529
0.448423392,0,0,0.414134987,0.578611117,0.295832982,0.794767632,1,1,1,1,0,1,0,5.958707024,11.07007957,22.49662943
0.671888481,0,0,0.348324818,0.552745454,0.46513524,0.76731257,0,0,0,1,0,1,0,51.39136785,26.25239101,90.26663781
0.665267364,0,0,0.395496541,0.660657795,0.477735167,0.789909087,0,1,1,1,0,1,1,30.38115279,39.82315846,31.31136568
0.555535421,0,0,0.427579777,0.533289187,0.458297929,0.782227176,1,0,0,1,1,1,0,17.2042809,-13.69220283,18.67954537
0.50508503,0,0,0.2174131,0.702524049,0.524360587,0.776066444,0,0,0,1,0,0,0,-6.800791464,11.26472433,16.14361725
0.39124641,0,0,0.447130555,0.641622611,0.497869538,0.798081544,1,0,0,1,0,1,0,57.84469934,10.67607527,-65.33980303
0.53118432,0,0,0.430759106,0.598969603,0.492009416,0.826811554,1,0,0,1,0,1,0,108.813258,17.65247609,19.53573968
0.395052883,0,0,0.458104513,0.610944915,0.412942199,0.804026238,1,1,1,0,0,1,1,144.5850726,-24.1144031,-22.75248363
0.43244894,0,0,0.451250429,0.538536264,0.475067654,0.753350528,0,1,1,1,0,1,1,34.66608273,-18.13943813,72.2317028
0.397525556,0,0,0.378153995,0.701380239,0.542772269,0.727600589,1,1,1,0,0,1,0,-37.28124796,-38.78912086,167.7092938
0.544986066,0,0,0.299625674,0.62803777,0.468114103,0.786883086,0,1,1,1,0,1,1,-18.75421832,17.69409611,93.21075259
0.392311972,0,0,0.290485353,0.551324115,0.432190102,0.812064224,0,1,1,1,0,1,1,27.50400095,10.93012731,44.52790326
0.735483339,0,0,0.439746136,0.820357771,0.38903025,0.790549766,0,0,0,1,0,0,0,85.92775694,-7.771981463,103.349965
0.614723646,0,0,0.320644526,0.658754712,0.322918251,0.78908642,0,0,0,1,1,1,0,30.39070917,22.16352181,-52.20042783
0.473029304,0,0,0.251751047,0.639647828,0.443422351,0.82307726,1,0,1,1,1,1,1,-3.458927546,-9.003512899,-23.39921597
0.448909067,0,0,0.404360167,0.624005391,0.50381503,0.763525615,0,0,0,1,1,0,1,26.75343466,12.8892967,77.56581541
0.846070483,0,0,0.206287368,0.590624922,0.483289073,0.84047035,1,1,1,1,0,1,1,13.39472002,-7.245992626,75.47512916
0.645849812,0,0,0.203911882,0.579538855,0.391054896,0.77198161,1,0,0,1,0,0,0,10.99590472,22.76874753,50.93049053
0.642821021,0,0,0.406152257,0.655574496,0.461897351,0.812382882,0,1,1,1,0,1,1,65.48542961,62.66805808,159.7683498
0.561347567,0,0,0.307026895,0.66139973,0.485494551,0.843978496,1,1,1,1,0,1,0,135.6533711,62.49760953,78.4458467
0.392001686,0,0,0.248762082,0.696330057,0.48990276,0.753025012,0,0,0,1,1,0,0,-96.85804903,-15.75225949,41.11578745
0.475798154,0,0,0.432178163,0.555231073,0.491112496,0.812445223,0,0,0,1,1,1,1,100.3306,13.84203,18.26278283
0.465927327,0,0,0.386474211,0.645702033,0.446785115,0.722886584,0,1,1,0,0,1,0,-5.848215987,45.70264194,-92.73414556
0.738864928,0,0,0.378211383,0.610840454,0.547172491,0.804242657,0,1,0,1,0,1,1,34.51437145,38.57741729,-49.91882096
0.424192529,0,0,0.168488438,0.609852217,0.527428834,0.763974627,1,0,0,1,1,1,0,-86.78762273,-27.43332304,-8.985527932
0.518379389,0,0,0.332088908,0.61424254,0.474467086,0.828978995,1,0,0,1,1,0,0,40.89455484,19.38460103,41.94043065
0.535756367,0,0,0.402815311,0.576697391,0.328967307,0.839001024,0,0,0,1,0,0,0,11.34585659,20.69964197,13.11098646
0.472277475,0,0,0.390197894,0.625889335,0.521400981,0.781754478,1,0,0,1,0,0,0,-14.08644198,5.861911851,52.25261648
0.478194871,0,0,0.270088238,0.762820273,0.456246945,0.790258169,1,1,1,1,0,0,1,19.75822769,-56.59082171,-76.47786936
0.64248534,0,0,0.400669485,0.696571552,0.321946326,0.785037776,1,1,1,1,0,0,1,87.84512662,21.8734757,-103.7304372
0.439842787,0,0,0.38341796,0.683965112,0.391191282,0.824525118,1,1,1,1,0,1,0,44.19263538,12.28468737,-176.2192339
0.405277068,0,0,0.362843095,0.626248048,0.456732136,0.734933327,1,0,0,1,1,0,0,-28.77695889,6.699086821,54.86694082
0.627209739,0,0,0.28953424,0.535669932,0.499266487,0.753661794,1,1,1,0,0,1,1,77.12013143,-70.16433155,82.75954961
0.422939602,0,0,0.327764681,0.568789039,0.29315204,0.82020614,1,0,0,1,1,0,0,-48.76035507,15.97796141,-20.82859632
0.516907526,0,0,0.409058085,0.641653035,0.451211795,0.73893626,0,0,0,1,1,0,0,47.65611726,-5.080461081,31.81559718
0.506565157,0,0,0.399429737,0.648419544,0.456052158,0.822913712,0,0,0,1,0,0,0,177.2987362,33.95280132,16.92839004
0.515391098,0,0,0.349839776,0.543699207,0.444600725,0.740443066,0,0,0,1,0,1,0,-4.401684814,8.50499547,25.11667583
0.455425352,0,0,0.441991144,0.522933582,0.523867014,0.798316962,0,0,0,1,0,1,0,24.17469485,2.804710326,124.1001746
0.381259712,0,0,0.363981104,0.783431939,0.321969298,0.773345348,1,0,0,1,1,0,1,67.52309692,2.043430364,-12.51455938
0.538942081,0,0,0.342748451,0.636611332,0.324071172,0.787314917,0,1,1,1,0,0,0,-38.65329121,-29.07827764,53.84294779
0.381693471,0,0,0.356537062,0.652766091,0.288789095,0.826519291,1,1,1,1,0,1,0,-126.3210523,-16.05503858,119.42384
0.433435517,0,0,0.43333753,0.622173886,0.409618405,0.80530682,1,1,1,1,0,1,0,25.2859826,15.67879893,73.97787307
0.429507926,0,0,0.445306227,0.620436367,0.536024318,0.809814553,1,0,0,1,1,1,0,-7.724848344,-15.56970884,47.68245709
0.753673156,0,0,0.416296859,0.644630598,0.54417853,0.811198125,0,0,0,1,0,0,0,174.3971189,27.11069516,3.942273004
0.445818363,0,0,0.39612107,0.617950771,0.486734862,0.771761287,1,0,1,1,0,1,0,56.68965274,5.646409767,85.607687
0.561129649,0,0,0.409324556,0.738976596,0.426851139,0.869712903,1,0,0,1,1,0,0,-58.77975221,-22.12183029,20.72160215
0.410990553,0,0,0.387006399,0.562629559,0.528007707,0.830650023,1,1,0,0,0,0,0,38.64874161,8.285537743,-76.10643275
0.418724724,0,0,0.361183816,0.622903016,0.529569774,0.721738529,0,1,1,0,0,0,0,113.3270729,-8.813668357,28.53993987
0.533972821,0,0,0.245764131,0.582229168,0.516090482,0.748814093,0,0,0,1,1,0,0,73.24959153,22.93754775,78.56049475
0.478394796,0,0,0.395169817,0.78955899,0.487203111,0.805890009,0,0,0,1,0,1,0,14.12106723,10.7986057,-27.39534105
0.418291874,0,0,0.325128138,0.607560704,0.489234804,0.79062023,1,0,0,1,0,0,0,87.09416963,-7.58067167,23.37929282
0.640226242,0,0,0.438710669,0.551167341,0.543081426,0.835902871,1,0,0,1,0,0,1,136.1265453,0.909512364,39.66948994
0.575090991,0,0,0.40763218,0.647841515,0.537166388,0.815458789,0,0,0,1,1,1,0,14.53049362,-9.300739087,32.92045395
0.475469478,0,0,0.356734663,0.54652757,0.351328331,0.858874011,1,1,1,0,0,1,1,15.82810564,-26.17913144,-120.8676459
0.478089545,0,0,0.289601939,0.720006169,0.417413703,0.800972367,0,0,0,1,1,1,0,-3.182066283,-7.572596175,-52.23282281
